header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Page 4,8448 NW Heerenveen        ,https://www.funda.nl/en/koop/heerenveen/huis-88871340-page-4/?navigateSource=resultlist,20220128_051934,"€ 425,000 kosten koper","€ 2,673    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2004,Gable roof covered with roof tiles,Living area159 m²External storage space24 m²,159 m²,24 m²,263 m²,640 m³,5 rooms (4 bedrooms),1 bathroom,Bath and toilet,2 stories and a loft,A        What does this mean?,Completely insulated,CH boiler and solar collectors,263 m²,Full ownership,In residential district,Back garden,100 m² (10 meter deep and 10 meter broad),Located at the north accessible via the rear,Attached brick storage,Electricity,Attached brick garage,1 car,Electricity,Parking on private property and public parking,no
