header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dunantstraat 697,2713 TB Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-88049890-dunantstraat-697/?navigateSource=resultlist,20220129_051011,"€ 275,000 kosten koper","€ 2,500    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,Galleried apartment (apartment),Resale property,1973,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area110 m²Exterior space attached to the building12 m²External storage space8 m²,110 m²,12 m²,8 m²,318 m³,5 rooms (4 bedrooms),1 story,4th floor,F        What does this mean?,Mostly double glazed,Communal central heating,Central facility,Sun terrace,Built-in,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
