header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Location.1,Garden location,Balcony/roof garden,Type of parking facilities,error
Van Marumstraat 31,3112 XT Schiedam        ,https://www.funda.nl/en/koop/schiedam/huis-42532222-van-marumstraat-31/?navigateSource=resultlist,20220128_030225,"€ 289,000 kosten koper","€ 2,779    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1933,Gable roof covered with roof tiles,Living area104 m²Exterior space attached to the building3 m²,104 m²,3 m²,66 m²,402 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Optical fibre,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2019, in ownership)",66 m²,Full ownership,In residential district,Location,"17 m² (8,33 meter deep and 2,04 meter broad)",Located at the east,Balcony present,Paid parking and resident's parking permits,no
