header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Anna van Buerenplein 222,2595 DD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42501859-anna-van-buerenplein-222/?navigateSource=resultlist,20220131_205545,"€ 499,000 kosten koper","€ 5,544    The asking price per m² (€ 499,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 313.06 per month,Mezzanine (apartment),Resale property,2001-2010,Living area90 m²Other space inside the building7 m²,90 m²,7 m²,234 m³,3 rooms (2 bedrooms),1 story,31st floor,A        What does this mean?,"Roof insulation, insulated walls and floor insulation",Complete floor heating,Central facility and district heating,Full ownership,"Alongside busy road, alongside park and unobstructed surrounding view",Storage box,Parking place,Yes,Yes,Yes (€ 313.06 per month),Yes,Yes,Yes,no
