header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,error
Hoofdweg 112,9484 TB Oudemolen (DR)        ,https://www.funda.nl/en/koop/oudemolen-dr/huis-42653080-hoofdweg-112/?navigateSource=resultlist,20220127_202825,"€ 845,000 kosten koper","€ 4,225    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 845,000) is calculated by dividing the asking price of the home by the living area (200 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Sold under reservation,Available in consultation,"Converted farmhouse, detached residential property",Resale property,1950,Gable roof covered with roof tiles,Living area200 m²Other space inside the building498 m²,200 m²,498 m²,"28,600 m²","3,558 m³",9 rooms (7 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",2 stories,Not available,28.600 m²,Full ownership,"Alongside a quiet road, rural and unobstructed surrounding view",Surrounded by garden,no
