header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Stuurboord 34,6852 CD Huissen        ,https://www.funda.nl/en/koop/huissen/huis-42548468-stuurboord-34/?navigateSource=resultlist,20220127_221946,"€ 269,000 kosten koper","€ 2,773    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1960-1970,Living area97 m²Exterior space attached to the building2 m²External storage space19 m²,97 m²,2 m²,19 m²,115 m²,342 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",115 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the northeast,Balcony present,Detached brick storage,Public parking,no
