header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Garden,Back garden,Garden location,error
Kloosterwiel 74,5301 WH Zaltbommel        ,https://www.funda.nl/en/koop/zaltbommel/huis-88997735-kloosterwiel-74/?navigateSource=resultlist,20220130_150110,"€ 309,000 kosten koper","€ 2,759    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1991,Gable roof,Living area112 m²External storage space5 m²,112 m²,5 m²,154 m²,350 m³,5 rooms (4 bedrooms),3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,154 m²,Back garden,"90 m² (12 meter deep and 7,5 meter broad)",Located at the west accessible via the rear,no
