header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Dimensions,Plot size,Area,Ownership situation,Fees,error
Hoekschewaardplein 19 H,1025 NX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42683930-hoekschewaardplein-19-h/?navigateSource=resultlist,20220130_203530,"€ 40,000 kosten koper","January 29, 2022",Available,Available in consultation,Garage,Resale property,1,10 m²,11 m²,11 m²,Municipal long-term lease,Paid until 30-06-2068,no
