header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Location,Type of parking facilities,error
Amsteldijk 719,1074 JH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88800759-amsteldijk-719/?navigateSource=resultlist,20220130_205347,"€ 700,000 kosten koper","€ 7,216    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1976,Living area97 m²Other space inside the building117 m²,97 m²,117 m²,457 m³,2 rooms (1 bedroom),1 story,Not available,1 m²,See deed,"Alongside busy road, on navigable waterway, alongside water, in center, freestanding location and unobstructed surrounding view",Paid parking and resident's parking permits,no
