header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Buitenlust 100,1111 JN Diemen        ,https://www.funda.nl/en/koop/diemen/huis-42655103-buitenlust-100/?navigateSource=resultlist,20220130_160454,"€ 475,000 kosten koper","€ 3,893    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1975,Gable roof covered with roof tiles,Living area122 m²,122 m²,130 m²,427 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,TV via cable,C            1.30What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",130 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,30 m² (6 meter deep and 5 meter broad),Located at the southwest,Public parking,no
