header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Garden,Type of parking facilities,error
Eengezinswoning met opbouw (Bouwnr. 135),1069 ZR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42673307-eengezinswoning-met-opbouw-bouwnr-135/?navigateSource=resultlist,20220130_192417,"€ 550,000 vrij op naam","€ 3,198    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (172 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",New property,2023,Flat roof covered with asphalt roofing,Living area172 m²,172 m²,650 m³,1 room,3 stories,Balanced ventilation system,A        What does this mean?,Energy efficient window and completely insulated,District heating,District heating,Back garden,Public parking and resident's parking permits,no
