header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Plankier 10,2771 XL Boskoop        ,https://www.funda.nl/en/koop/boskoop/appartement-88018769-plankier-10/?navigateSource=resultlist,20220129_021531,"€ 325,000 kosten koper","€ 3,963    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,€ 243.00 per month,Upstairs apartment (apartment),Resale property,1980,Living area82 m²Exterior space attached to the building16 m²External storage space6 m²,82 m²,16 m²,6 m²,268 m³,2 rooms (1 bedroom),1 bathroom,Shower,1 story,B        What does this mean?,CH boiler,CH boiler,"Vaillant (2003, in ownership)",Full ownership,In residential district,Underground parking,Yes,Yes,Yes (€ 243.00 per month),Yes,Yes,Yes,no
