header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rustenburgerstraat 65,1074 ES Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88012396-rustenburgerstraat-65/?navigateSource=resultlist,20220130_194258,"€ 525,000 kosten koper","€ 8,333    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available immediately,€ 150.00 per month,Ground-floor apartment,Resale property,1911,Living area63 m²,63 m²,236 m³,2 rooms (1 bedroom),1 story,Ground floor,D        What does this mean?,In residential district,Back garden,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,Yes,no
