header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Daelenbroek 36,6002 VN Weert        ,https://www.funda.nl/en/koop/weert/huis-42539362-daelenbroek-36/?navigateSource=resultlist,20220129_003528,"€ 239,000 kosten koper","€ 1,992    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1973,Living area120 m²External storage space6 m²,120 m²,6 m²,165 m²,410 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Mechanical ventilation and TV via cable,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,Remeha,165 m²,Full ownership,Back garden and front garden,"70 m² (13,9 meter deep and 5,2 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Public parking,no
