header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Patio/atrium,Garden location,Shed / storage,Type of parking facilities,error
Buitendams 15 b,3371 BA Hardinxveld-Giessendam        ,https://www.funda.nl/en/koop/hardinxveld-giessendam/huis-87775360-buitendams-15-b/?navigateSource=resultlist,20220128_091838,"€ 325,000 kosten koper","€ 2,731    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1962,Flat roof covered with asphalt roofing,Living area119 m²Other space inside the building7 m²,119 m²,7 m²,195 m²,364 m³,6 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",1 story,"Air conditioning, optical fibre and mechanical ventilation",F        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas HR (gas-fired combination boiler from 2009, in ownership)",195 m²,Full ownership,Alongside water and in center,Patio/atrium,"10 m² (3,7 meter deep and 2,8 meter broad)",Located at the southeast,Built-in,Public parking,no
