header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Afrikanerplein 7 2,1091 PN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88013166-afrikanerplein-7-2/?navigateSource=resultlist,20220130_235548,"€ 400,000 kosten koper","€ 6,667    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1929,With carpets and curtains,Living area60 m²Exterior space attached to the building2 m²,60 m²,2 m²,182 m³,2 rooms (1 bedroom),1 story,2nd floor,TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal long-term lease,€ 536 per year with option to purchase,Balcony present,Paid parking,Yes,Yes,Yes,Yes,Yes,Yes,no
