header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
Achter 't Packhuis 2 - Tweekapper (Collina) (Bouwnr. 20),4885 AC Achtmaal        ,https://www.funda.nl/en/koop/achtmaal/huis-42549999-achter-t-packhuis-2-tweekapper-collina-bouwnr-20/?navigateSource=resultlist,20220128_012452,"€ 387,000 vrij op naam","€ 2,888    The asking price per m² (€ 387,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area134 m²,134 m²,213 m²,520 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,A        What does this mean?,Completely insulated,213 m²,Full ownership,Back garden and front garden,Attached brick garage,1 car,Parking on private property and public parking,no
