header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Achtergracht 13 -2,1017 WL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42662206-achtergracht-13-2/?navigateSource=resultlist,20220130_231052,"€ 825,000 kosten koper","€ 8,684    The asking price per m² (€ 825,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available immediately,Upstairs apartment (double upstairs apartment),Resale property,Before 1906,Monumental building,Gable roof,Living area95 m²,95 m²,352 m³,3 rooms (1 bedroom),1 bathroom and 2 separate toilets,2 stories,"Air conditioning, mechanical ventilation, TV via cable, solar collectors and solar panels",A        What does this mean?,Roof insulation and floor insulation,Complete floor heating and heat pump,Solar boiler,Full ownership,"Alongside a quiet road, on navigable waterway, alongside water, in center and unobstructed surrounding view",Resident's parking permits,Yes,No,No,No,Yes,Yes,no
