header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Ownership situation,Fees,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Soestdijksekade 142,2574 AS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88037639-soestdijksekade-142/?navigateSource=resultlist,20220131_204002,"€ 259,000 kosten koper","€ 4,047    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 75.00 per month,Apartment with shared street entrance (open shared street entrancet),Resale property,1927,Flat roof covered with asphalt roofing,Living area64 m²,64 m²,170 m³,3 rooms (2 bedrooms),1 bathroom,Shower,3 stories,C        What does this mean?,CH boiler,CH boiler,Long-term lease,Bought off for eternity,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 75.00 per month),Yes,Yes,Yes,no
