header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Pieter Goosstraat 90,1018 LA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41357014-pieter-goosstraat-90/?navigateSource=resultlist,20220131_002714,"€ 699,500 vrij op naam","€ 8,040    The asking price per m² (€ 699,500) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 218 per month,6+ months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area87 m²Exterior space attached to the building6 m²,87 m²,6 m²,275 m³,3 rooms (2 bedrooms),2 bathrooms and 2 separate toilets,2 showers,3 stories,1st floor,A        What does this mean?,Completely insulated,Central facility,Full ownership,"Alongside a quiet road, in center, in residential district and unobstructed surrounding view",Balcony present,Built-in,Parking garage,no
