header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Heemstedestraat 43 I,1059 EA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42672398-heemstedestraat-43-i/?navigateSource=resultlist,20220131_002301,"€ 395,000 kosten koper","€ 7,596    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 92.29 per month,Mezzanine (apartment),Resale property,1933,Renovation project,Living area52 m²Exterior space attached to the building6 m²,52 m²,6 m²,174 m³,2 rooms (1 bedroom),1 bathroom,"Bath, shower and toilet",1 story,2nd floor,Not available,Full ownership,Alongside busy road,Balcony present,Public parking,Yes,Yes,Yes (€ 92.29 per month),Yes,Yes,Yes,no
