header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hogestraat 44 A,6953 AW Dieren        ,https://www.funda.nl/en/koop/dieren/appartement-42657501-hogestraat-44-a/?navigateSource=resultlist,20220129_021642,"€ 298,000 kosten koper","€ 4,257    The asking price per m² (€ 298,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,2021,Living area70 m²Exterior space attached to the building9 m²External storage space5 m²,70 m²,9 m²,5 m²,249 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,1st floor,Not available,CH boiler and complete floor heating,CH boiler and gas-fired boiler,"Gas-fired combination boiler from 2021, in ownership",Full ownership,Public parking,No,No,No,No,No,No,no
