header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Balcony/roof garden,Type of garage,Type of parking facilities,error
P4 (Bouwnr. 27),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050741-p4-bouwnr-27/?navigateSource=resultlist,20220131_194603,"€ 1,275,000 vrij op naam","€ 9,733    The asking price per m² (€ 1,275,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Penthouse (apartment),New property,2022,SWK garantiecertificaat and woningborg garantiecertificaat,Living area131 m²,131 m²,393 m³,3 rooms (2 bedrooms),1 story,4th floor,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,Roof terrace present and balcony present,Parking place,Parking on private property,no
