header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maasstraat 196 2,1079 BM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42656288-maasstraat-196-2/?navigateSource=resultlist,20220130_201630,"€ 525,000 kosten koper","€ 7,000    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 172 per month,6 weeks,Sold under reservation,Available in consultation,€ 171.68 per month,Upstairs apartment (apartment),Resale property,1906-1930,Living area75 m²Exterior space attached to the building3 m²External storage space17 m²,75 m²,3 m²,17 m²,239 m³,4 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,2nd floor,G        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal long-term lease,Paid until 31-05-2063,In residential district,Yes,Yes,Yes (€ 171.68 per month),Yes,Yes,Yes,no
