header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
De Timpe 14,8561 EB Balk        ,https://www.funda.nl/en/koop/balk/huis-88034636-de-timpe-14/?navigateSource=resultlist,20220127_230853,"€ 240,000 kosten koper","€ 2,526    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1977,Accessible for seniors,Gable roof covered with roof tiles,Living area95 m²External storage space16 m²,95 m²,16 m²,177 m²,300 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,D        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler and central facility,"HR-combiketel (gas-fired combination boiler from 2007, in ownership)",177 m²,Full ownership,In wooded surroundings and in residential district,Back garden and front garden,"82 m² (16 meter deep and 5,12 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity,Public parking,no
