header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Croesestraat 46,3522 AG Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42537342-croesestraat-46/?navigateSource=resultlist,20220131_162940,"€ 415,000 kosten koper","€ 6,694    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1910,Listed building (national monument),Living area62 m²Other space inside the building16 m²External storage space4 m²,62 m²,16 m²,4 m²,85 m²,178 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,3 stories,Not required,Partly double glazed,Gas heaters,Gas-fired boiler,85 m²,Full ownership,In residential district,Back garden,Detached brick storage,Paid parking and resident's parking permits,no
