header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Garden,Shed / storage,Insulation.1,Type of parking facilities,error
Savelsbos 55,2134 EP Hoofddorp        ,https://www.funda.nl/en/koop/hoofddorp/huis-88014855-savelsbos-55/?navigateSource=resultlist,20220129_034536,"€ 369,000 kosten koper","€ 4,055    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available immediately,"Single-family home, corner house",Resale property,1987,Renovation project,Living area91 m²External storage space6 m²,91 m²,6 m²,121 m²,273 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,C        What does this mean?,Double glazing,CH boiler,121 m²,Full ownership,Back garden and front garden,Detached brick storage,Double glazing,Public parking,no
