header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Van Boshuizenstraat 97,1083 AS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42676503-van-boshuizenstraat-97/?navigateSource=resultlist,20220130_202002,"€ 850,000 kosten koper","€ 5,030    The asking price per m² (€ 850,000) is calculated by dividing the asking price of the home by the living area (169 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1963,Flat roof covered with asphalt roofing,Living area169 m²Exterior space attached to the building17 m²External storage space11 m²,169 m²,17 m²,11 m²,99 m²,557 m³,6 rooms (5 bedrooms),2 bathrooms and 3 separate toilets,Bath and shower,3 stories,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",99 m²,Long-term lease,Paid until 16-11-2035,Back garden,"50 m² (10 meter deep and 5,26 meter broad)",Located at the south accessible via the rear,Balcony present,Detached wooden storage,"Paid parking, public parking and resident's parking permits",no
