header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Dubbelstraat 21,4611 GH Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-41283961-dubbelstraat-21/?navigateSource=resultlist,20220129_044629,"€ 892,500 kosten koper","€ 3,110    The asking price per m² (€ 892,500) is calculated by dividing the asking price of the home by the living area (287 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 947,500 kosten koper",6+ months,Available,Available in consultation,"Desirable residence/villa, corner house",Resale property,1604,Listed building (national monument),Gable roof covered with roof tiles,Living area287 m²Other space inside the building21 m²,287 m²,21 m²,208 m²,965 m³,9 rooms (4 bedrooms),2 bathrooms,Bath and 2 showers,4 stories,Flue and TV via cable,Not required,"Roof insulation, partly double glazed and insulated walls",CH boiler,CH boiler,"Remeha Quinta 35C (gas-fired combination boiler from 2006, in ownership)",208 m²,Full ownership,In center and in residential district,Back garden,Built-in,Public parking and resident's parking permits,no
