header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Type of parking facilities,error
Jacob van Lennepkade 619,1054 ZS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42657544-jacob-van-lennepkade-619/?navigateSource=resultlist,20220130_212523,"€ 620,000 vrij op naam","€ 8,493    The asking price per m² (€ 620,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1960-1970,Flat roof covered with asphalt roofing,Living area73 m²Exterior space attached to the building8 m²,73 m²,8 m²,200 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",1 story,Mechanical ventilation,Not available,Double glazing,CH boiler,CH boiler,"Remeha Avanta 28c (gas-fired from 2011, in ownership)",1 m²,On navigable waterway,"Paid parking, public parking and resident's parking permits",no
