header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Ridder Alartlaan 51,4116 EH Buren (GE)        ,https://www.funda.nl/en/koop/buren-ge/huis-42687455-ridder-alartlaan-51/?navigateSource=resultlist,20220129_192053,"€ 325,000 kosten koper","€ 2,955    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1973,Gable roof covered with roof tiles,Living area110 m²Exterior space attached to the building3 m²External storage space20 m²,110 m²,3 m²,20 m²,202 m²,392 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",202 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"61 m² (11 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Detached brick garage,1 car,Parking on private property and public parking,no
