header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Garden,Shed / storage,error
Heilarensestraat 30,5473 RB Heeswijk-Dinther        ,https://www.funda.nl/en/koop/heeswijk-dinther/huis-42650446-heilarensestraat-30/?navigateSource=resultlist,20220127_234300,"€ 569,000 kosten koper","€ 3,144    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 569,000) is calculated by dividing the asking price of the home by the living area (181 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1990,Combination roof covered with roof tiles,Living area181 m²Other space inside the building23 m²Exterior space attached to the building5 m²External storage space33 m²,181 m²,23 m²,5 m²,33 m²,622 m²,746 m³,10 rooms (5 bedrooms),2 bathrooms,"2 baths, shower and 2 toilets",3 stories,B        What does this mean?,CH boiler,CH boiler,Gas-fired combination boiler,622 m²,Surrounded by garden,Detached wooden storage,no
