header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
De Vang 16,1622 GA Hoorn (NH)        ,https://www.funda.nl/en/koop/hoorn-nh/huis-42682464-de-vang-16/?navigateSource=resultlist,20220129_190333,"€ 275,000 kosten koper","€ 2,455    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1979,Gable roof covered with roof tiles,Living area112 m²Other space inside the building5 m²External storage space7 m²,112 m²,5 m²,7 m²,148 m²,403 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,3 stories,"Skylight, sliding door and TV via cable",B        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2006, in ownership)",148 m²,Full ownership,In residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the south,Attached brick storage,Electricity,Carport,Parking on private property and public parking,no
