header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Hot water,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Parklaan 144 14,2587 BX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88022745-nieuwe-parklaan-144-14/?navigateSource=resultlist,20220131_213336,"€ 445,000 kosten koper","€ 4,635    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,€ 256.00 per month,Upstairs apartment (apartment),Resale property,1931,Accessible for seniors,Protected townscape or village view (permit needed for alterations),Living area96 m²Exterior space attached to the building6 m²External storage space12 m²,96 m²,6 m²,12 m²,355 m³,3 rooms (1 bedroom),1 bathroom,Bath and toilet,1 story,3rd floor,Elevator and TV via cable,G        What does this mean?,Electrical boiler,"In residential district, freestanding location and unobstructed surrounding view",Public parking and resident's parking permits,Yes,Yes,Yes (€ 256.00 per month),Yes,Yes,Yes,no
