header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Type of garage,error
Belize C2 (Bouwnr. 402),4381 Vlissingen        ,https://www.funda.nl/en/koop/vlissingen/appartement-42469879-belize-c2-bouwnr-402/?navigateSource=resultlist,20220128_033455,"€ 444,900 vrij op naam","€ 4,943    The asking price per m² (€ 444,900) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Living area90 m²Other space inside the building6 m²Exterior space attached to the building10 m²,90 m²,6 m²,10 m²,234 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,5th floor,Elevator and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Alongside a quiet road and in center,Balcony present,Built-in,Underground parking,no
