header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oranjeplein 88 A,6224 KS Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42677362-oranjeplein-88-a/?navigateSource=resultlist,20220129_062835,"€ 325,000 kosten koper","€ 4,114    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 176.00 per month,Galleried apartment,Resale property,1957,Living area79 m²Exterior space attached to the building2 m²External storage space6 m²,79 m²,2 m²,6 m²,280 m³,5 rooms (2 bedrooms),1 bathroom,Shower,1 story,1st floor,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,Yes,Yes,Yes (€ 176.00 per month),Yes,Yes,Yes,no
