header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Los Angelesstraat 70,2548 JC Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42523939-los-angelesstraat-70/?navigateSource=resultlist,20220131_212755,"€ 470,000 kosten koper","€ 3,730    The asking price per m² (€ 470,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,"Single-family home, row house",Resale property,2006,Partly rented,Flat roof covered with asphalt roofing,Living area126 m²External storage space7 m²,126 m²,7 m²,135 m²,466 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,"Outdoor awning, mechanical ventilation, sliding door and TV via cable",A        What does this mean?,Completely insulated,District heating,District heating,135 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Sheltered location and in residential district,Back garden and front garden,"48 m² (9,87 meter deep and 4,83 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
