header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Toussaintstraat 6,3027 XX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88902746-toussaintstraat-6/?navigateSource=resultlist,20220126_011157,"€ 295,000 kosten koper","€ 3,688    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available on 2/15/2022,Galleried apartment (apartment),Resale property,1998,Flat roof covered with asphalt roofing,Living area80 m²Exterior space attached to the building10 m²External storage space4 m²,80 m²,10 m²,4 m²,234 m³,3 rooms (2 bedrooms),1 bathroom,1 story,2nd floor,Mechanical ventilation,C        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2011, in ownership",Part of parcel,In residential district,Storage box,Electricity,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
