header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Lodewijk van Nassaustraat 31,3331 BK Zwijndrecht        ,https://www.funda.nl/en/koop/zwijndrecht/huis-42544980-lodewijk-van-nassaustraat-31/?navigateSource=resultlist,20220127_225101,"€ 295,000 kosten koper","€ 3,010    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1936,Gable roof covered with roof tiles,Living area98 m²Exterior space attached to the building8 m²,98 m²,8 m²,153 m²,349 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Agpo (gas-fired combination boiler from 2000, in ownership)",153 m²,Full ownership,In center and in residential district,Back garden and front garden,95 m² (19 meter deep and 5 meter broad),Located at the northeast accessible via the rear,Public parking,no
