header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lisbloemstraat 27 B,3051 TN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88901000-lisbloemstraat-27-b/?navigateSource=resultlist,20220126_004635,"€ 300,000 kosten koper","€ 4,478    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Mezzanine (apartment),Resale property,1923,Living area67 m²Other space inside the building2 m²Exterior space attached to the building4 m²,67 m²,2 m²,4 m²,250 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,2nd floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,2018,Full ownership,Alongside a quiet road and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
