header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Joris van der Haagenstraat 15,2525 TP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88025967-joris-van-der-haagenstraat-15/?navigateSource=resultlist,20220131_205038,"€ 239,000 kosten koper","€ 3,145    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1939,Flat roof covered with asphalt roofing,Living area76 m²Exterior space attached to the building5 m²External storage space6 m²,76 m²,5 m²,6 m²,212 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,2nd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired,Alongside a quiet road,Paid parking and public parking,Yes,Yes,Yes,No,No,Yes,no
