header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Beekhoverstraat 44,6166 AC Geleen        ,https://www.funda.nl/en/koop/geleen/huis-88045664-beekhoverstraat-44/?navigateSource=resultlist,20220127_203320,"€ 349,000 kosten koper","€ 2,311    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Desirable residence/villa, double house",Resale property,1930,Combination roof covered with roof tiles,Living area151 m²Other space inside the building9 m²External storage space7 m²,151 m²,9 m²,7 m²,225 m²,563 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,"2 stories, a/an attic and a basement","Outdoor awning, skylight, rolldown shutters, sliding door, TV via cable and solar panels",G        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Combination boiler from 2014, in ownership",225 m²,Full ownership,Back garden,Attached wooden storage,Public parking and resident's parking permits,no
