header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Tollenaersingel 6,2352 JL Leiderdorp        ,https://www.funda.nl/en/koop/leiderdorp/huis-42677650-tollenaersingel-6/?navigateSource=resultlist,20220128_012417,"€ 550,000 kosten koper","€ 4,074    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1966,Gable roof covered with asphalt roofing and roof tiles,Living area135 m²External storage space7 m²,135 m²,7 m²,144 m²,426 m³,1 room,1 story,C        What does this mean?,144 m²,Full ownership,Back garden and front garden,"52 m² (9 meter deep and 5,75 meter broad)",Located at the south accessible via the rear,Detached brick storage,Public parking,no
