header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Garden,Front garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Tuinwoning (Bouwnr. 205),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42568163-tuinwoning-bouwnr-205/?navigateSource=resultlist,20220131_163822,"€ 860,000 vrij op naam","€ 5,409    The asking price per m² (€ 860,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Maisonnette (apartment),New property,2021,Politiekeurmerk and SWK garantiecertificaat,Living area159 m²Exterior space attached to the building87 m²,159 m²,87 m²,472 m³,6 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,2 stories,"Balanced ventilation system, optical fibre, elevator, mechanical ventilation and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,Back garden and front garden,"38 m² (3,08 meter deep and 12,35 meter broad)",Located at the southeast,Built-in,Underground parking,Parking garage,no
