header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Ownership situation,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dorpsplein 64,6669 BN Dodewaard        ,https://www.funda.nl/en/koop/dodewaard/appartement-88909990-dorpsplein-64/?navigateSource=resultlist,20220128_062931,"€ 309,000 kosten koper","€ 4,120    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available immediately,€ 111.00 per month,Galleried apartment (apartment),Resale property,2011-2020,Living area75 m²Exterior space attached to the building9 m²External storage space7 m²,75 m²,9 m²,7 m²,236 m³,3 rooms (2 bedrooms),3 stories,3rd floor,Mechanical ventilation and TV via cable,A        What does this mean?,Full ownership,"In center, in residential district and unobstructed surrounding view",Parking place,Yes,Yes,Yes (€ 111.00 per month),Yes,Yes,Yes,no
