header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Ownership situation,Ownership situation.1,Ownership situation.2,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Paul Krugerlaan 89,2571 HC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88033928-paul-krugerlaan-89/?navigateSource=resultlist,20220131_224332,"€ 795,000 kosten koper","€ 3,822    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (208 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1906-1930,Partly rented,Living area208 m²,208 m²,580 m³,3 rooms (2 bedrooms),3 stories,G        What does this mean?,Full ownership,Full ownership,Full ownership,Alongside busy road,Paid parking and public parking,No,No,No,No,No,No,no
