header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Shed / storage,Type of garage,Type of parking facilities,error
Hellingstraat 60,1398 AW Muiden        ,https://www.funda.nl/en/koop/muiden/appartement-42555137-hellingstraat-60/?navigateSource=resultlist,20220128_141145,"€ 950,000 vrij op naam","€ 6,690    The asking price per m² (€ 950,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,Available in consultation,Mezzanine (apartment),New property,After 2020,Living area142 m²,142 m²,999 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Storage box,Underground parking,Parking garage,no
