header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Garden,Shed / storage,Facilities,error
Rijwoningen (Bouwnr. 11),2806 Gouda        ,https://www.funda.nl/en/koop/gouda/huis-88806256-rijwoningen-bouwnr-11/?navigateSource=resultlist,20220129_052114,"€ 405,000 vrij op naam","€ 3,491    The asking price per m² (€ 405,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2022,Gable roof covered with roof tiles,Living area116 m²,116 m²,461 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,3 stories,A        What does this mean?,Back garden and front garden,Detached wooden storage,Electricity,no
