header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Bocholtstraat 40,1066 MG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42595475-bocholtstraat-40/?navigateSource=resultlist,20220130_195737,"€ 525,000 kosten koper","€ 4,303    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1991,Gable roof covered with roof tiles,Living area122 m²External storage space7 m²,122 m²,7 m²,109 m²,420 m³,6 rooms (6 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2006, in ownership)",109 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-09-2040),Back garden and front garden,"46 m² (10,5 meter deep and 4,4 meter broad)",Located at the north accessible via the rear,Detached brick storage,Electricity,no
