header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Smitsdijk 35,2497 WP Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42540767-smitsdijk-35/?navigateSource=resultlist,20220131_213610,"€ 435,000 kosten koper","€ 3,425    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2007,Gable roof,Living area127 m²External storage space5 m²,127 m²,5 m²,103 m²,487 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories and a loft,"Skylight, optical fibre, mechanical ventilation and sliding door",A        What does this mean?,Completely insulated,District heating and partial floor heating,District heating,103 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"35 m² (6,6 meter deep and 5,3 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
