header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Grasmus 27,5658 EC Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88059725-grasmus-27/?navigateSource=resultlist,20220201_010731,"€ 498,000 kosten koper","€ 3,388    The asking price per m² (€ 498,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2003,Living area147 m²Exterior space attached to the building12 m²External storage space8 m²,147 m²,12 m²,8 m²,168 m²,494 m³,5 rooms (4 bedrooms),3 bathrooms,"Bath, shower and toilet",3 stories,A        What does this mean?,CH boiler,"Q Energy (2004, to rent)",168 m²,Full ownership,In residential district,Back garden and front garden,Attached wooden storage,Public parking,no
