header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Hot water,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Type of parking facilities,error
Prinsengracht 606,1017 KS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42410636-prinsengracht-606/?navigateSource=resultlist,20220130_191726,"€ 1,000,000 kosten koper","€ 8,264    The asking price per m² (€ 1,000,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Property alongside canal, row house",Resale property,1732,Combination roof covered with asphalt roofing and roof tiles,Living area121 m²Other space inside the building12 m²Exterior space attached to the building15 m²,121 m²,12 m²,15 m²,54 m²,478 m³,7 rooms (4 bedrooms),3 bathrooms,"2 baths, shower and 2 toilets",4 stories,Not available,CH boiler,54 m²,Full ownership,"On navigable waterway, alongside water, in center and in residential district",Patio/atrium and sun terrace,8 m² (2 meter deep and 4 meter broad),Located at the southeast,Roof terrace present,"Paid parking, public parking and resident's parking permits",no
