header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Hot water,Location,Garden,Shed / storage,Type of garage,error
Burgemeester Feithplein 256,2273 BW Voorburg        ,https://www.funda.nl/en/koop/voorburg/appartement-42436336-burgemeester-feithplein-256/?navigateSource=resultlist,20220127_220647,"€ 620,000 vrij op naam","€ 4,806    The asking price per m² (€ 620,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2020,Accessible for seniors,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area129 m²,129 m²,361 m³,3 rooms (2 bedrooms),1 separate toilet,14 stories,10th floor,"Elevator, mechanical ventilation and TV via cable",Not available,"Roof insulation, double glazing, insulated walls and floor insulation",Electrical boiler,In center,Sun terrace,Built-in,Parking place,no
