header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Hot water,Area,Ownership situation,Location,Balcony/roof garden,error
Keizersgracht 235,1016 EA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42524056-keizersgracht-235/?navigateSource=resultlist,20220130_215403,"€ 1,495,000 kosten koper","€ 9,645    The asking price per m² (€ 1,495,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 1,500,000 kosten koper",2 months,Available,Available immediately,"Property alongside canal, row house",Resale property,1617,Gable roof covered with roof tiles,Living area155 m²,155 m²,41 m²,500 m³,8 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",4 stories and a basement,F        What does this mean?,Roof insulation,CH boiler,41 m²,Full ownership,"Alongside water, in center and unobstructed surrounding view",Roof terrace present,no
