header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Type of parking facilities,error
Oudwijkerdwarsstraat 139,3581 LC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88044009-oudwijkerdwarsstraat-139/?navigateSource=resultlist,20220131_160049,"€ 360,000 kosten koper","€ 5,625    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1910,With carpets and curtains,Gable roof covered with roof tiles,Living area64 m²Other space inside the building4 m²,64 m²,4 m²,46 m²,251 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,D        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,46 m²,Paid parking and resident's parking permits,no
