header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Kreek 3,1862 HE Bergen (NH)        ,https://www.funda.nl/en/koop/bergen-nh/huis-42688101-kreek-3/?navigateSource=resultlist,20220129_172937,"€ 495,000 kosten koper","€ 4,125    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1969,Gable roof covered with roof tiles,Living area120 m²External storage space22 m²,120 m²,22 m²,200 m²,375 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,2 stories and a attic,C        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,Remeha Avanta (gas-fired combination boiler from 2006),200 m²,Full ownership,"Alongside a quiet road, sheltered location, In wooded surroundings and in residential district",Back garden and front garden,Detached brick storage,Electricity,Detached brick garage,1 car,Electricity,Public parking,no
