header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Dimensions,Plot size,Area,error
Julianastraat 3 G05-G16,4693 ED Poortvliet        ,https://www.funda.nl/en/koop/poortvliet/parkeergelegenheid-88020879-julianastraat-3-g05-g16/?navigateSource=resultlist,20220128_014937,"€ 120,000 kosten koper",4 weeks,Under offer,Available in consultation,Garage,Resale property,"16 m² (5,67 meter deep and 2,89 meter broad)",243 m²,243 m²,no
