header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gouden Leeuw 1033,1103 KZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42696873-gouden-leeuw-1033/?navigateSource=resultlist,20220130_183950,"€ 285,000 kosten koper","€ 2,639    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1974,Flat roof covered with asphalt roofing,Living area108 m²Exterior space attached to the building12 m²,108 m²,12 m²,345 m³,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,Bath and shower,1 story,6th floor,Elevator,D            1.90What does this mean?,Communal central heating,Central facility,Municipal ownership encumbered with long-term leaset,"€ 429,27 per year",Alongside park and unobstructed surrounding view,Balcony present,Built-in,Parking garage and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
