header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sirtemastraat 296,2513 SW Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88996584-sirtemastraat-296/?navigateSource=resultlist,20220127_202719,"€ 210,000 kosten koper","€ 3,750    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under offer,Available in consultation,Galleried apartment,Resale property,1971,Flat roof,Living area56 m²Exterior space attached to the building10 m²External storage space6 m²,56 m²,10 m²,6 m²,179 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,F        What does this mean?,Full ownership,Balcony present,Built-in,Electricity,Parking on private property,No,No,No,No,No,No,no
