header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Muurhagedis 22,5052 HE Goirle        ,https://www.funda.nl/en/koop/goirle/huis-42517665-muurhagedis-22/?navigateSource=resultlist,20220128_003825,"€ 465,000 kosten koper","€ 3,444    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2017,Living area135 m²External storage space6 m²,135 m²,6 m²,115 m²,480 m³,6 rooms (4 bedrooms),3 stories,A        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2017, in ownership",115 m²,Full ownership,Back garden,"39 m² (7 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Public parking,no
