header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergweg 51 D,3037 EB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42686049-bergweg-51-d/?navigateSource=resultlist,20220125_221715,"€ 365,000 kosten koper","€ 3,318    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 84.00 per month,Upstairs apartment (double upstairs apartment),Resale property,1934,Flat roof,Living area110 m²Exterior space attached to the building9 m²,110 m²,9 m²,375 m³,5 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,Passive ventilation system,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha (gas-fired from 2018, in ownership)",Full ownership,Alongside busy road,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 84.00 per month),Yes,Yes,Yes,no
