header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Botersloot 42 B,3011 HH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88987606-botersloot-42-b/?navigateSource=resultlist,20220126_172500,"€ 375,000 kosten koper","€ 4,412    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 25.00 per month,Maisonnette (apartment),Resale property,1954,Flat roof,Living area85 m²Exterior space attached to the building6 m²,85 m²,6 m²,255 m³,3 rooms (2 bedrooms),3 stories,2nd floor,E        What does this mean?,District heating,Full ownership,Balcony present,Yes,No,Yes (€ 25.00 per month),No,No,No,no
