header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Zwinstraat 14,1779 BG Den Oever        ,https://www.funda.nl/en/koop/den-oever/huis-42675470-zwinstraat-14/?navigateSource=resultlist,20220130_132559,"€ 225,000 kosten koper","€ 1,815    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1925,Gable roof covered with asphalt roofing and roof tiles,Living area124 m²,124 m²,126 m²,403 m³,4 rooms (3 bedrooms),2 stories and a attic,"Mechanical ventilation, satellite antenna and TV via cable",F            2.65What does this mean?,"Roof insulation, double glazing and completely insulated",CH boiler,"Remeha Aventa HR combi (gas-fired combination boiler from 2004, in ownership)",126 m²,Full ownership,Alongside a quiet road and in center,Back garden,Public parking,no
