header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkstraat 78 B,1017 GN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42587303-kerkstraat-78-b/?navigateSource=resultlist,20220130_213720,"€ 775,000 kosten koper","€ 7,908    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 182.00 per month,Ground-floor + upstairs apartment (apartment),Resale property,1767,Pyramid hip roof covered with roof tiles,Living area98 m²Exterior space attached to the building2 m²,98 m²,2 m²,402 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Ground floor,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,Full ownership,Sheltered location and in center,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 182.00 per month),Yes,Yes,Yes,no
